Vehicle_ID,Mileage_km,Fuel_Consumption_L_per_100km,Engine_Hours,Number_of_Trips,Engine_Temperature_C,Tire_Pressure_PSI,Battery_Voltage_V,Oil_Level_L,Vibration_Units,Noise_Level_dB,Breakdown_Incidents,Part_Replacements,Service_History,MaintenanceRequired
V05174,106105,17.83,11124,2261,85,44.1,13.4,4.92,7.46,75,0,7,0,1
V05175,84462,15.13,4477,1167,74,26.9,14.6,3.8,2.93,82,2,5,5,0
V05176,294633,17.08,4227,622,79,28.1,13.2,1.34,9.9,86,1,9,2,0
V05177,156408,7.79,4590,1764,81,26.3,11.8,2.69,5.9,73,4,8,4,0
V05178,222792,12.41,525,962,100,36.6,11.8,4.39,3.48,59,2,6,3,0
V05179,143965,16.09,6714,665,110,40.2,11.5,4.16,7.38,77,0,0,2,1
V05180,75391,16.21,10481,1586,98,38.2,11.2,2.1,1.01,64,4,3,2,1
V05181,205017,7.86,8430,126,85,22.9,13.8,1.03,3.96,50,2,6,5,1
V05182,201671,15.53,4666,98,116,21.0,11.2,3.68,3.35,67,2,5,1,1
V05183,254994,16.55,7479,703,75,28.3,11.3,1.47,0.25,94,2,2,1,1
V05184,117031,15.26,1592,1256,90,43.0,11.1,1.15,3.23,60,4,3,0,1
V05185,217010,8.72,5490,1777,108,25.1,13.9,4.06,9.28,77,2,0,1,1
V05186,78963,16.04,10056,166,118,26.7,10.0,3.84,5.43,60,2,9,3,1
V05187,182808,11.78,3449,1090,113,22.4,11.6,2.37,4.14,54,1,2,5,0
V05188,246159,8.43,8326,1079,95,28.1,12.9,1.43,3.28,99,0,9,1,1
V05189,258257,6.64,10633,1223,103,30.5,15.0,3.16,8.13,69,2,1,5,1
V05190,122754,9.0,9933,1578,77,36.8,10.3,4.11,5.12,75,3,4,4,0
V05191,142764,11.24,9469,454,116,38.6,14.2,4.19,2.2,72,4,0,2,0
V05192,157925,12.86,9615,1118,93,32.9,14.0,1.78,2.19,54,4,8,5,0
V05193,121879,13.34,6885,2482,70,35.5,10.1,3.21,7.21,55,3,9,4,1
V05194,97717,16.05,1434,351,74,33.0,11.8,2.56,7.12,60,0,5,1,0
V05195,111285,9.31,3094,1047,93,39.5,10.1,4.96,7.28,66,3,7,2,0
V05196,133916,10.16,2448,635,115,42.7,14.5,1.78,5.74,91,2,5,4,1
V05197,224894,12.45,7706,1265,76,28.5,14.8,4.52,4.81,91,1,4,4,1
V05198,104174,8.77,10550,720,80,23.0,12.1,2.22,6.46,75,2,7,4,1
V05199,212853,9.64,2407,482,90,38.4,12.3,1.98,4.22,60,4,1,3,0
V05200,202117,8.42,4859,1476,118,44.7,10.3,4.98,2.82,70,2,3,1,0
V05201,88905,17.23,7670,1164,98,41.0,10.5,3.43,5.95,70,2,5,0,1
V05202,194435,14.2,8479,1530,113,37.2,13.4,2.36,6.12,80,1,9,5,0
V05203,83662,8.51,10417,869,117,38.3,10.8,3.0,3.36,74,2,2,5,0
V05204,169375,17.83,1362,1761,113,24.4,10.2,2.81,8.32,64,3,2,3,1
V05205,290128,15.79,4592,675,76,21.8,13.4,3.24,0.52,64,2,3,1,0
V05206,184247,11.5,5371,1666,102,42.7,12.9,4.6,2.44,68,0,1,4,1
V05207,176980,8.53,10431,2477,113,36.9,10.0,1.76,6.57,88,4,2,5,0
V05208,247382,6.04,5342,847,119,41.8,14.1,3.79,3.18,95,2,5,3,0
V05209,272332,16.73,3902,393,86,44.3,14.7,3.52,6.19,66,1,3,2,1
V05210,111435,13.18,3358,1610,99,42.9,12.9,2.58,8.79,65,2,6,3,1
V05211,136135,8.57,4016,2329,73,30.5,12.6,1.27,1.16,95,3,4,1,1
V05212,128724,10.39,3531,2230,102,23.7,10.0,4.68,8.5,95,3,0,1,1
V05213,110117,15.16,2107,1472,112,32.1,13.6,3.72,5.22,72,3,2,5,0
V05214,104162,17.84,6424,1880,109,37.2,10.7,1.82,5.17,65,1,9,0,1
V05215,239587,6.52,3801,972,107,28.7,10.8,3.31,0.68,79,0,1,5,0
V05216,116945,17.6,9992,1475,99,31.7,10.4,2.41,0.41,56,4,3,3,0
V05217,152412,15.69,4128,1639,111,40.6,14.4,1.21,0.4,71,2,6,5,0
V05218,234429,7.31,6623,2185,79,28.7,12.0,2.02,7.06,64,0,7,0,0
V05219,129954,12.08,5367,2173,71,22.5,12.3,1.86,7.69,73,2,2,3,1
V05220,193454,9.73,6495,420,104,43.0,14.3,1.86,1.12,57,0,3,0,1
V05221,237366,8.36,4194,738,118,25.7,11.3,2.18,5.75,61,2,4,4,1
V05222,123487,15.25,10008,2291,78,30.5,14.7,2.32,6.16,78,4,8,4,1
V05223,143722,14.29,1693,657,119,44.7,11.3,3.18,0.64,63,3,5,2,0
V05224,149618,11.47,7681,1677,82,44.2,11.1,1.55,4.96,76,0,9,1,1
V05225,126839,16.65,10458,1522,97,37.5,13.7,3.73,9.64,64,4,1,3,1
V05226,177619,15.75,9746,2121,95,39.3,10.6,1.56,8.05,53,3,1,0,0
V05227,135820,14.23,8131,2479,109,26.0,12.2,3.43,0.2,56,2,5,0,1
V05228,239235,11.12,822,1489,104,40.7,10.0,2.99,0.06,75,0,0,3,1
V05229,283545,12.69,7782,1020,83,35.0,10.5,3.48,6.6,83,2,7,2,1
V05230,278896,7.61,9017,2442,90,29.4,11.1,3.28,7.34,65,0,0,5,1
V05231,91910,13.8,8432,2163,94,27.9,12.3,3.46,2.76,65,2,6,4,0
V05232,268989,9.36,5332,2254,82,32.5,10.9,3.67,0.83,76,4,2,5,1
V05233,197596,10.05,8537,1978,77,24.3,12.9,3.65,0.29,88,0,2,0,1
V05234,200699,16.3,4381,2390,100,21.6,13.5,4.47,8.65,99,1,6,1,1
V05235,166925,10.54,7448,2138,90,20.5,10.7,2.37,3.06,75,0,8,5,1
V05236,161128,11.23,1326,1151,90,43.5,12.0,3.25,1.05,60,0,6,2,0
V05237,204717,6.64,11769,198,109,33.3,14.3,4.54,6.9,77,2,6,0,1
V05238,288583,9.71,5069,1790,118,31.1,14.5,4.92,7.29,85,4,9,5,1
V05239,191311,14.9,2125,1153,94,25.0,12.5,4.32,5.79,88,1,0,0,0
V05240,100393,9.85,3863,1381,86,25.7,12.9,1.63,6.05,53,1,1,5,1
V05241,297780,17.07,8903,1144,102,22.2,11.3,3.83,5.97,82,4,7,5,0
V05242,223102,17.53,5452,2156,79,38.3,15.0,1.33,3.99,54,0,0,5,0
V05243,71222,17.11,5505,181,112,24.1,13.7,3.45,5.27,88,0,9,2,1
V05244,75734,9.97,6024,2130,71,43.9,12.3,3.84,9.99,55,4,3,2,1
V05245,116098,11.93,7296,933,105,26.0,14.8,2.21,4.81,94,2,0,4,1
V05246,260387,14.27,6032,2350,81,21.7,12.1,4.8,7.04,69,4,6,1,1
V05247,65928,13.67,9256,1394,93,26.8,14.9,4.3,0.81,65,2,9,0,0
V05248,102740,11.97,570,55,116,20.8,11.3,4.08,0.62,69,3,1,0,1
V05249,244954,6.22,9232,1877,73,29.6,12.1,4.33,0.78,78,2,3,1,1
V05250,274750,17.31,7486,2365,118,36.8,12.9,4.04,4.49,74,1,1,2,1
V05251,299470,8.37,9412,2268,92,44.5,11.4,1.2,7.77,77,1,5,0,0
V05252,55345,9.33,3025,1922,107,24.1,14.2,1.49,1.99,64,1,5,4,1
V05253,130402,13.12,1339,954,94,35.6,12.4,4.12,6.98,87,0,8,2,0
V05254,63388,6.53,9580,2483,78,33.4,13.0,4.35,7.66,66,2,8,1,1
V05255,207072,15.46,8970,1031,107,25.5,13.7,4.96,9.06,95,1,8,2,1
V05256,225419,7.59,7132,2331,72,22.5,10.4,2.57,2.38,91,2,3,1,1
V05257,248288,14.23,1166,2364,98,41.2,11.7,2.52,7.88,51,1,8,0,1
V05258,212215,17.16,5695,2207,79,33.7,13.9,2.5,4.77,76,4,4,1,1
V05259,71839,17.19,10349,656,96,33.2,11.5,2.62,2.3,60,3,9,4,0
V05260,174429,15.45,9837,871,73,39.3,12.5,1.38,7.52,95,2,8,0,1
V05261,204527,13.57,3846,1098,84,35.3,13.9,3.49,0.79,74,0,2,0,0
V05262,263271,12.93,8905,2158,87,42.6,11.4,3.75,4.05,53,2,3,2,1
V05263,66116,8.13,10763,1250,82,36.0,14.7,3.63,1.03,80,2,6,2,0
V05264,55956,6.29,2273,2482,70,35.1,14.8,4.87,6.99,94,0,6,0,1
V05265,144680,15.54,10097,987,101,21.4,14.3,2.75,3.61,68,4,7,3,0
V05266,172147,11.24,1704,258,95,32.0,12.4,3.93,5.32,88,2,2,3,0
V05267,182813,9.38,7431,1661,85,22.7,11.9,2.57,7.54,95,1,8,3,0
V05268,62043,15.47,1358,1991,117,41.2,12.1,1.41,9.09,85,1,8,4,0
V05269,164267,13.34,2567,370,115,29.0,13.0,1.97,2.0,79,4,1,5,0
V05270,70080,13.55,11699,1555,92,43.2,14.1,4.55,6.72,63,3,4,1,0
V05271,145317,14.16,11120,689,91,28.9,10.9,4.51,5.06,77,4,9,2,0
V05272,117674,6.71,927,2228,82,28.3,12.3,1.25,6.22,97,1,6,2,1
V05273,240817,14.88,8949,1431,99,36.4,12.4,2.33,6.18,52,3,3,3,1
V05274,120119,11.61,7104,1743,105,34.8,11.9,2.91,6.27,54,3,4,2,1
V05275,227080,8.87,3833,2332,119,39.7,10.3,2.76,5.12,55,0,9,2,1
V05276,293113,11.62,3971,1283,71,27.5,11.7,2.36,6.13,94,0,1,3,1
V05277,52708,8.43,8465,937,112,24.4,14.8,1.29,1.43,85,1,1,4,0
V05278,128697,10.65,11930,260,103,20.0,12.7,4.81,3.46,97,1,1,4,1
V05279,236583,6.16,8027,1536,93,42.9,12.9,4.37,0.51,96,3,9,3,1
V05280,60914,12.92,1361,1395,74,24.4,12.3,1.08,1.23,73,0,2,1,0
V05281,280152,17.28,9404,2485,83,30.6,14.4,4.1,9.11,88,3,0,4,1
V05282,153529,6.5,3844,131,90,25.0,14.2,3.46,4.56,77,0,6,4,0
V05283,282745,10.8,2210,1781,91,23.2,10.4,4.97,3.54,72,0,1,4,0
V05284,291086,10.83,5821,1455,108,24.4,13.3,3.32,4.93,51,3,9,2,1
V05285,262940,17.63,11260,2037,98,25.7,10.2,1.97,3.8,85,2,4,3,0
V05286,211752,14.41,2498,1820,84,37.1,15.0,4.14,6.3,76,4,6,0,0
V05287,141040,12.67,4945,1276,87,44.9,10.5,3.22,6.96,94,0,8,2,0
V05288,276806,13.36,6823,1784,81,31.9,14.0,3.23,8.95,79,2,6,5,1
V05289,153458,12.46,4438,1711,85,33.7,12.4,3.28,0.08,91,0,4,2,0
V05290,269874,8.0,9284,2413,74,42.4,13.5,4.83,8.64,92,1,2,1,1
V05291,281334,17.04,9879,1656,97,32.2,14.2,3.94,8.28,84,2,6,2,1
V05292,296279,13.3,5483,410,119,34.0,12.0,3.49,5.29,97,1,1,4,1
V05293,60038,14.08,2893,900,110,22.7,12.4,3.99,7.89,61,1,9,0,0
V05294,215785,14.45,10231,997,96,32.6,13.5,3.01,1.57,96,0,3,1,1
V05295,50285,12.79,4901,1821,83,43.6,11.5,1.38,3.19,95,3,8,5,1
V05296,134594,6.72,669,2291,104,22.5,10.6,1.93,1.43,58,4,4,2,1
V05297,211703,6.96,4284,2175,107,26.6,11.2,3.5,9.85,97,1,5,4,1
V05298,279432,11.38,3582,1774,116,36.4,13.1,3.38,5.16,70,1,0,1,0
V05299,176518,10.84,525,1802,109,26.6,13.5,4.73,8.91,75,2,2,5,1
V05300,272542,11.87,5921,2461,112,35.3,13.9,3.58,4.11,58,1,8,5,0
V05301,285605,6.96,4582,2034,93,44.2,12.6,3.46,1.93,56,1,1,2,0
V05302,297827,15.58,1240,729,74,41.4,12.9,1.17,3.17,54,4,7,1,1
V05303,275114,6.56,4919,69,82,34.5,10.6,2.75,7.8,98,4,1,5,0
V05304,285127,15.04,8360,1198,108,29.4,11.3,3.24,4.07,96,4,3,4,1
V05305,119920,15.43,4176,2097,102,21.0,13.0,2.38,7.16,54,2,6,4,1
V05306,134417,11.61,1030,370,93,26.9,12.2,3.18,3.47,52,1,3,5,0
V05307,257203,12.3,8632,2159,92,28.2,14.4,2.54,6.94,52,0,5,3,0
V05308,74866,9.0,11473,647,83,35.1,10.6,3.26,1.61,55,1,2,0,0
V05309,278988,10.79,7958,1130,82,31.5,13.8,4.29,8.22,52,4,3,3,1
V05310,221258,16.66,9930,1462,76,35.3,11.8,4.66,1.27,93,3,9,0,1
V05311,108225,17.75,9901,1436,89,38.7,10.9,4.03,3.76,50,1,3,0,0
V05312,147461,12.95,8663,1490,115,40.5,14.8,3.3,9.83,94,3,1,5,1
V05313,223974,17.38,4259,2215,111,40.5,11.8,3.38,9.0,87,1,1,5,1
V05314,222435,6.65,11523,625,114,41.4,11.3,2.89,6.64,51,0,1,3,1
V05315,53713,8.62,7851,2045,104,39.1,12.8,4.01,2.76,88,3,8,4,1
V05316,80762,10.43,8621,307,70,33.2,14.5,1.43,1.56,69,1,4,5,0
V05317,240839,7.86,3901,1757,83,44.6,11.6,2.36,7.73,79,3,3,0,1
V05318,246998,11.83,8879,151,94,32.8,12.1,3.98,1.64,64,3,0,5,0
V05319,240994,14.03,8190,2057,91,29.9,12.3,3.7,3.7,81,2,6,1,1
V05320,251985,17.34,7405,2277,74,22.6,13.1,1.73,1.25,77,2,2,2,1
V05321,89662,8.78,2528,1289,110,31.0,13.0,1.63,3.96,50,1,6,4,0
V05322,159108,17.23,7393,841,99,27.1,10.4,1.02,7.37,50,0,4,4,1
V05323,217738,17.15,9178,1181,77,39.1,10.7,4.14,9.95,95,0,0,1,1
V05324,209929,11.75,1722,1106,102,44.0,12.3,1.06,0.53,61,1,2,2,1
V05325,249223,11.93,2775,2285,82,44.8,11.7,1.09,3.22,50,2,3,1,1
V05326,93400,15.64,11978,1787,87,37.1,14.2,1.26,4.7,68,4,2,2,1
V05327,83283,7.72,2410,52,72,24.9,12.9,2.31,7.57,53,2,4,4,0
V05328,267063,17.05,3547,1999,106,44.2,11.8,4.21,3.25,56,4,6,0,1
V05329,294576,7.38,7482,1273,71,38.8,13.4,3.63,6.93,76,4,3,0,1
V05330,229108,13.4,1719,1151,80,23.6,13.8,2.27,6.89,74,4,6,4,1
V05331,184109,14.94,7310,1139,72,40.4,13.8,4.35,8.03,84,1,6,1,1
V05332,213425,9.12,7532,1337,112,43.8,12.9,4.01,6.25,56,3,9,2,1
V05333,105626,15.46,542,1724,86,32.8,11.4,4.54,9.42,68,1,8,1,1
V05334,177606,7.41,6466,637,80,21.0,12.4,4.98,4.18,52,2,5,1,0
V05335,207713,15.97,1984,1685,72,24.2,11.1,4.27,1.05,69,0,8,0,1
V05336,202935,12.48,1963,384,110,31.7,14.3,2.12,1.24,72,2,1,5,0
V05337,239514,15.39,10431,2340,96,23.7,13.4,2.41,3.98,97,2,7,4,1
V05338,81906,15.26,4491,1336,87,25.7,13.7,1.26,4.8,85,2,8,0,1
V05339,186669,16.2,1698,2480,76,35.5,11.0,4.85,7.4,59,2,2,0,0
V05340,174055,9.99,3420,265,116,23.6,11.8,3.46,9.31,83,0,2,0,0
V05341,121667,9.75,9331,1720,95,39.7,10.9,2.0,8.12,50,2,2,3,1
V05342,60023,16.71,9653,1513,110,33.0,12.7,4.39,8.73,87,4,9,5,1
V05343,231668,16.84,3091,899,100,40.7,12.9,4.61,5.02,66,0,3,5,0
V05344,157957,16.28,6995,110,74,39.6,10.4,2.5,8.8,97,0,8,4,1
V05345,182414,6.44,5596,2444,101,35.6,11.3,4.84,7.02,69,3,1,1,1
V05346,260808,6.58,9636,521,102,42.6,12.1,4.68,3.87,72,1,3,0,0
V05347,207960,9.63,5404,424,80,33.6,14.4,1.72,8.07,68,4,0,0,1
V05348,222399,16.11,1323,711,78,28.3,10.3,1.93,9.41,56,3,0,4,0
V05349,264539,10.35,6932,780,105,20.5,12.9,1.17,8.1,91,0,9,1,1
V05350,249887,12.29,2543,1781,101,31.6,10.3,4.61,4.18,96,1,0,3,1
V05351,183656,14.77,9753,944,70,39.3,13.6,2.59,1.19,57,2,1,1,0
V05352,201652,14.87,2654,761,107,23.0,11.6,3.36,7.54,59,0,3,2,1
V05353,153324,9.99,4672,512,89,29.0,13.0,4.71,0.61,66,3,9,2,0
V05354,139921,9.72,8297,1306,91,43.1,10.0,1.68,6.19,98,2,6,3,1
V05355,162614,14.29,8687,2174,85,28.9,11.8,1.31,1.83,74,1,4,0,1
V05356,56342,6.75,8295,2032,113,26.8,11.1,2.46,9.72,68,3,2,1,1
V05357,50595,7.2,10840,742,89,43.8,12.1,2.28,7.04,75,2,7,4,1
V05358,259788,12.98,5644,2091,108,23.0,10.6,4.67,9.42,67,4,1,3,0
V05359,218522,11.0,2944,1012,82,31.5,15.0,3.95,2.27,61,2,6,0,0
V05360,231484,13.35,4428,645,117,27.9,14.7,2.28,0.89,69,2,4,4,1
V05361,78676,7.53,3430,2134,112,33.8,14.1,4.03,9.39,88,3,3,5,1
V05362,231695,17.02,8933,950,92,23.9,14.7,3.52,7.27,77,3,8,5,1
V05363,165480,12.19,6764,1535,85,36.8,14.3,4.55,3.12,63,2,6,2,0
V05364,185064,13.12,842,941,86,30.0,12.7,1.1,8.69,83,2,8,5,1
V05365,295971,15.12,6443,499,78,30.6,13.6,1.53,3.82,56,3,2,5,1
V05366,243945,7.53,1493,181,72,32.0,11.2,4.89,1.2,75,0,3,2,0
V05367,297841,11.87,3102,2008,91,44.5,14.7,2.56,9.55,81,0,8,2,0
V05368,92555,13.1,1193,510,84,33.6,14.3,3.33,4.75,69,3,8,1,0
V05369,283780,6.77,4955,971,90,42.2,14.1,3.84,3.6,91,3,2,5,1
V05370,170659,14.8,11251,2239,97,28.7,12.9,4.25,1.37,86,2,6,0,1
V05371,87373,10.68,5207,1434,98,34.3,12.8,4.04,2.63,57,4,3,4,0
V05372,195438,15.14,4456,1672,77,31.1,13.3,1.37,1.85,91,1,5,0,1
V05373,216918,17.35,10787,884,115,24.3,13.3,4.66,8.86,79,2,2,3,1
V05374,93456,16.1,3343,327,71,39.3,11.7,3.57,9.96,65,1,9,2,0
V05375,252028,7.41,5141,470,75,20.6,14.2,1.97,2.24,64,3,9,1,1
V05376,200058,6.99,11132,1048,118,20.7,14.0,3.15,5.96,79,4,5,4,1
V05377,184282,16.41,3375,1810,81,22.9,11.0,2.99,4.56,61,3,1,2,1
V05378,258438,7.86,11714,232,105,26.4,11.6,2.66,2.33,58,3,1,2,1
V05379,119335,6.95,4184,1115,105,44.9,10.1,4.09,4.95,60,0,9,2,0
V05380,250966,13.02,4067,487,85,44.6,13.8,2.88,4.65,59,1,2,1,0
V05381,210594,12.41,7159,271,88,33.1,10.2,2.12,6.23,94,2,3,5,0
V05382,155205,14.47,6067,1389,76,42.7,13.4,3.94,4.41,52,4,9,1,0
V05383,58672,16.85,11200,1104,115,28.6,10.1,4.67,7.99,53,0,8,2,1
V05384,229422,8.98,8893,574,99,23.8,14.4,4.77,3.78,85,4,7,3,1
V05385,219721,9.3,5044,1954,119,32.3,14.5,1.05,4.81,72,1,4,5,1
V05386,283362,6.79,9087,768,109,35.8,13.3,4.06,2.98,96,0,0,0,1
V05387,298226,7.95,10948,1515,84,44.5,11.4,4.04,6.19,86,2,5,4,1
V05388,261382,16.94,5313,1452,102,31.9,12.0,3.98,9.27,80,2,5,3,1
V05389,72120,17.37,10861,1579,88,21.9,12.7,1.96,4.98,66,3,1,5,0
V05390,114147,16.2,5717,2082,71,28.3,12.9,4.14,5.95,84,2,3,1,1
V05391,299723,11.59,4427,1805,95,25.1,11.8,2.02,3.0,83,3,3,4,0
V05392,125504,16.57,3028,1567,116,38.7,10.7,4.57,2.88,62,2,8,3,1
V05393,268907,18.0,6308,760,75,40.3,14.6,3.37,7.62,88,0,5,1,1
V05394,99744,9.68,10610,1596,85,30.2,13.5,1.97,6.63,59,4,9,0,1
V05395,171103,17.89,6909,1947,117,23.9,13.4,2.44,9.16,99,3,9,4,0
V05396,137532,13.2,7116,1430,93,22.8,10.6,2.6,5.65,91,3,7,3,0
V05397,93225,14.6,9924,2018,72,42.3,11.7,3.84,8.83,95,4,4,3,1
V05398,188221,14.3,11702,1258,115,28.4,11.5,1.18,6.2,80,1,1,2,1
V05399,86275,8.16,4037,170,99,25.4,13.7,1.8,5.74,98,2,1,4,0
V05400,127025,8.98,9131,1003,119,22.9,14.2,3.0,2.65,62,4,6,4,1
V05401,102815,9.92,6208,1386,77,26.9,11.1,4.08,2.17,78,2,7,4,1
V05402,114245,12.82,3735,1232,83,22.3,14.9,1.89,4.08,60,2,1,2,0
V05403,263825,15.14,6223,1312,96,37.0,14.9,1.8,6.77,77,0,9,0,0
V05404,224823,8.11,10598,2350,119,30.5,10.9,2.21,6.11,91,4,8,4,1
V05405,62886,6.01,6699,1308,92,35.6,12.9,1.47,2.04,92,2,0,2,0
V05406,285348,6.24,6115,1906,102,23.7,14.0,4.28,7.1,90,3,7,0,1
V05407,110797,7.27,10121,536,72,31.8,14.1,3.35,0.08,60,4,4,1,0
V05408,160021,13.1,3204,1279,119,32.2,12.3,2.17,6.42,61,0,3,1,0
V05409,236217,16.2,1738,2246,93,32.6,14.1,3.97,7.37,79,4,4,5,1
V05410,122835,14.47,1660,653,87,42.3,14.3,1.27,7.29,50,3,6,3,1
V05411,131535,14.29,11975,2048,96,31.0,11.4,3.61,5.13,80,3,1,1,1
V05412,160690,12.3,5612,577,88,21.0,12.3,4.19,5.86,89,0,5,2,1
V05413,216392,6.54,7699,1192,96,40.6,10.8,2.95,0.62,68,0,2,4,1
V05414,122706,13.52,11738,2279,94,29.6,10.0,1.25,8.02,65,4,9,1,1
V05415,107331,13.75,6527,1125,88,28.8,13.3,4.63,6.58,96,1,4,3,0
V05416,265787,7.19,5509,2123,94,35.2,14.3,1.52,4.77,83,2,0,5,0
V05417,75646,16.01,6552,1130,107,35.3,10.4,4.54,5.13,59,3,1,3,0
V05418,121690,12.85,4410,732,90,29.6,14.4,1.2,3.04,64,4,8,3,0
V05419,145259,7.44,621,1271,82,23.4,14.4,4.18,9.9,72,3,7,4,0
V05420,113279,12.91,10190,561,113,26.6,14.6,2.5,0.46,96,4,3,5,1
V05421,242103,8.24,6700,318,84,44.0,11.5,2.92,8.42,88,0,6,1,1
V05422,268839,10.74,3028,1965,86,27.1,11.7,2.7,8.99,79,0,1,2,1
V05423,130394,15.54,8751,2138,87,35.8,10.9,1.66,6.91,91,4,0,1,1
V05424,151212,10.99,4486,2458,103,22.2,14.6,2.49,6.97,77,3,0,1,1
V05425,108196,17.76,5266,2394,99,37.9,12.1,4.87,4.83,68,2,5,4,0
V05426,202614,16.71,7707,2175,85,40.2,10.3,1.37,4.21,60,4,6,5,0
V05427,141745,7.91,9337,2102,72,41.9,12.3,1.14,5.15,88,0,8,5,1
V05428,165013,6.31,8040,139,104,24.9,14.7,1.5,2.09,61,4,9,5,1
V05429,176455,13.84,796,2357,83,20.3,14.2,3.47,4.6,85,4,7,2,0
V05430,287670,12.72,5553,1852,79,40.1,12.3,3.99,6.18,87,4,8,3,0
V05431,149295,17.46,2153,1006,96,32.5,14.2,3.86,4.3,93,3,5,3,0
V05432,156583,7.78,771,124,78,31.9,10.8,3.91,6.26,98,4,6,2,1
V05433,282706,11.25,1246,151,75,31.3,11.9,3.28,2.97,82,0,0,1,0
V05434,115701,14.48,1140,1511,98,43.8,12.6,3.4,1.09,67,0,9,5,0
V05435,164479,17.73,5458,1525,97,21.1,10.5,3.07,7.58,82,4,9,1,0
V05436,295775,16.16,11306,1615,70,23.5,14.6,2.99,5.94,80,1,8,5,1
V05437,227050,9.53,7058,845,73,26.0,13.1,2.41,6.56,72,2,7,1,0
V05438,231947,9.65,2929,714,88,39.2,10.0,2.32,8.28,88,2,6,1,1
V05439,294737,10.46,1034,919,71,41.3,10.4,4.32,7.54,94,1,4,5,1
V05440,74962,6.01,3632,802,74,42.9,10.4,4.73,2.63,83,4,1,5,0
V05441,153477,10.01,1157,407,119,26.0,14.8,2.05,8.25,93,2,8,2,1
V05442,126564,15.28,2933,2466,108,24.4,12.4,3.83,0.0,87,0,3,2,1
V05443,178468,7.15,6386,1673,111,23.1,12.8,1.72,0.93,63,2,6,3,1
V05444,76804,17.97,4500,1707,104,33.6,14.3,2.15,7.89,53,0,8,5,0
V05445,277503,7.65,2643,1169,119,28.7,11.7,2.24,6.81,63,1,1,1,1
V05446,144750,13.18,10649,2258,79,36.7,14.1,3.2,4.57,82,1,1,5,1
V05447,279040,9.77,11262,1532,85,24.1,12.6,4.01,3.22,54,2,2,1,1
V05448,262518,11.64,9562,1731,105,23.6,14.8,4.31,0.51,72,2,4,0,1
V05449,253416,13.41,11762,819,113,26.0,12.2,4.01,4.57,55,1,4,0,0
V05450,107917,17.23,7758,2136,76,41.6,12.9,1.18,0.8,76,2,6,2,1
V05451,184995,10.88,3572,1077,94,36.2,12.0,2.4,9.72,63,1,5,4,0
V05452,236391,15.38,5564,2026,97,28.3,14.2,2.84,3.05,85,2,1,4,0
V05453,239748,16.17,10702,71,108,39.1,13.2,2.74,1.31,70,0,4,4,0
V05454,203902,12.16,2864,1000,72,36.4,13.0,1.74,9.6,51,3,6,4,0
V05455,64988,16.18,6352,1280,86,21.4,10.3,3.29,8.02,61,2,1,2,0
V05456,123212,12.83,6743,1836,88,27.4,13.1,3.08,3.92,65,3,0,4,1
V05457,165199,11.15,2383,1154,109,21.8,11.9,3.97,9.07,65,4,4,1,0
V05458,83779,17.45,2863,623,83,31.8,12.5,4.27,5.32,75,3,2,1,0
V05459,213379,9.85,4703,1674,94,22.7,10.1,1.31,5.31,54,4,6,1,1
V05460,74935,10.09,9892,777,101,36.7,10.7,3.7,8.83,62,1,7,3,1
V05461,210383,8.36,10219,617,107,44.2,14.6,3.04,3.9,54,1,8,5,1
V05462,110226,14.69,5160,276,98,42.8,12.1,4.14,9.51,69,3,0,5,1
V05463,201066,17.94,1635,1173,84,31.7,14.3,4.38,5.29,59,1,0,5,0
V05464,91776,13.69,570,644,87,20.3,13.4,1.4,3.16,87,1,4,0,0
V05465,216947,8.0,2465,2426,101,21.4,12.5,4.87,9.78,70,1,0,3,0
V05466,147712,15.86,7966,1968,111,37.2,11.1,1.43,0.09,97,2,2,5,0
V05467,192018,6.09,9872,237,92,34.3,10.4,3.49,5.58,80,4,2,5,0
V05468,82109,10.6,4417,1356,74,41.0,12.7,2.87,1.39,92,1,5,1,0
V05469,240244,14.42,1735,1298,84,31.6,11.3,3.92,1.93,85,1,5,4,1
V05470,130282,9.25,11213,1144,72,29.0,14.2,4.7,9.92,89,2,0,4,0
V05471,59538,17.81,6313,898,71,36.8,13.0,1.9,4.02,61,0,5,5,0
V05472,298792,11.0,2962,1137,102,29.2,11.9,4.04,9.87,66,4,4,3,0
V05473,289562,16.99,3763,1840,85,39.8,13.9,4.05,1.67,50,3,9,1,0
V05474,96714,11.5,8413,812,78,22.0,11.9,2.76,6.26,76,1,1,2,1
V05475,184759,6.98,8789,1900,71,24.9,11.1,3.15,7.86,53,1,2,4,1
V05476,70347,8.24,2851,413,79,22.5,10.7,2.81,4.73,94,2,3,5,1
V05477,197402,6.4,10295,1208,95,29.8,11.7,4.45,3.26,55,3,2,1,0
V05478,194707,16.51,9851,1150,113,33.0,10.1,2.65,9.32,71,2,4,4,1
V05479,117057,8.9,10235,2309,73,20.7,12.2,4.66,8.33,97,0,9,3,1
V05480,192432,15.52,9168,451,109,20.1,14.9,2.19,8.74,90,2,4,5,0
V05481,232141,12.81,8549,2014,113,44.4,13.6,4.74,3.37,68,1,6,4,1
V05482,60699,17.41,3768,688,111,25.3,14.6,2.38,6.18,99,0,3,1,1
V05483,166473,14.32,3761,1339,71,22.2,11.7,2.85,8.11,96,1,9,2,1
